unique_id,AutoNHITS-median,AutoNBEATS-median,AutoRNN-median,AutoLSTM-median,AutoGRU-median,SeasonalNaive
M1046,0.007152528646582873,0.012209048511118868,0.002918298174514188,0.0023739014868942687,0.003284350161163296,0.012377738640042789
M1047,0.012590433486778664,0.014606688634283509,0.004243080023281647,0.006313706569753601,0.009673462851060199,0.02417963332471954
M1048,0.027798752988733914,0.025263915361722438,0.029575983180865253,0.02501851524433658,0.030471910287840635,0.031197033253398634
M1049,0.019430012992657866,0.023776676897522372,0.019644717758680784,0.017828709211848252,0.022864079025662218,0.03407666181906383
M105,0.026381726841533285,0.022720781723765737,0.027577408372929244,0.0301231765040846,0.0311152982262292,0.017417714880448788
M1050,0.12753866871555464,0.08297622093562287,0.04082049590618638,0.02823138928626898,0.04280756707347159,0.07098167854570477
M1051,0.15382511096771823,0.06938422452369354,0.04328953117654247,0.02460649833785013,0.05267689321249951,0.06337697597659897
M1052,0.13056103198984656,0.06631967772007996,0.04975086724543231,0.030532180193209957,0.05144706429729697,0.09407645000238868
M1053,0.08720301616074826,0.053970841216186415,0.0614212901585856,0.041339386441004766,0.05179861229163434,0.09370081219351047
M1054,0.08284588368310995,0.04757205672087771,0.051111745666091224,0.040814551646356896,0.04669404978691269,0.11786603862455673
M1055,0.09461222023950956,0.0598950114281091,0.061186714679257216,0.046970620812171175,0.057491013600145156,0.07692473517587377
M1056,0.12757012777033083,0.12012252832782581,0.14490873613641306,0.1606581455711983,0.161451617749695,0.3695032807673966
M1057,0.08525117086120966,0.08194299124590837,0.1077448901552192,0.09003216045783664,0.0972970807031458,0.18869974260768554
M1058,0.07474935377680401,0.27968954276393654,0.04027381927622519,0.04396696370928268,0.042057873480033564,0.11384227084499682
M1059,0.03414571910522115,0.031936379076333565,0.036040566064948175,0.034852351663212135,0.03899747546894727,0.04996310905670148
M106,0.026229415329269295,0.02400719807470573,0.02448094246137993,0.028162490436552334,0.030061775906055407,0.046771570286534565
M1060,0.09227497221980006,0.2928981900032451,0.026170333210771498,0.04478210281021114,0.029594633543344438,0.16243159571842997
M1061,0.09834214530508222,0.2986294488279804,0.03441134455860498,0.03948220327806393,0.03500898902940059,0.18045325518023522
M1062,0.04262913185078653,0.10839249099893493,0.03144450041124947,0.027964072035834255,0.027020070339020996,0.0572280308503095
M1063,0.057732503368693476,0.10462464360465129,0.02108274066881764,0.022346509990288078,0.025603029715075873,0.0648220989534749
M1064,0.043606742829971706,0.0998560603438849,0.028374854526959384,0.025185731169136735,0.032067780140924707,0.060539356928723455
M1065,0.044536235758127506,0.09335459021357469,0.02619316495387755,0.026440672234341118,0.027418520920436732,0.06204517557723329
M1066,0.0555170603899827,0.10590272411031103,0.010366592574042351,0.012321197776363306,0.011104277546427852,0.03851009944021335
M1067,0.03730518411770731,0.04973776902469942,0.03499035775779289,0.022966102862389346,0.028869145908824462,0.019996988410337358
M1068,0.05168376626602781,0.07484581092440398,0.03607731658539436,0.03614319402723332,0.043030078660563444,0.024615406025773626
M1069,0.06419960217497545,0.11185375552030868,0.02543646634220449,0.021777002900611655,0.028337732350489253,0.032308931187301
M107,0.04033168036507819,0.05624636310021767,0.045948229221962844,0.0330731655063782,0.05465100632676261,0.057396986801876375
M1070,0.05986610265471273,0.07058356604424397,0.0578230426917976,0.055811053069254074,0.06863177648864381,0.022486479201819228
M1071,0.03633420586315523,0.07313275155500536,0.019802755236323952,0.022648426695831208,0.027026750001345152,0.054337670973393516
M1072,0.048018998498396324,0.08628298083859115,0.023089358170030258,0.02505061891611306,0.032939530954153425,0.0723411524664703
M1073,0.016201310268569424,0.015521148916752806,0.004600496025615582,0.006460567137677331,0.007609076633067767,0.007974568435172753
M1074,0.03512321764531803,0.0353792113123038,0.033553652960866424,0.030090425228654485,0.034460734287218873,0.028460219271391553
M1075,0.03422736684143321,0.03183905224640585,0.03723047859548481,0.036000598667181936,0.03972367125407449,0.0572566736085647
M1076,0.05170946839797395,0.038889311554925136,0.052537363522765,0.04464140080093482,0.05676155828338667,0.09776722755842328
M1077,0.05614438959066847,0.04079065944529992,0.05581071551949784,0.04844270359116675,0.060632845572477216,0.10669454112642301
M1078,0.23021259295223276,0.2465828445980673,0.1973733020579299,0.21833166628686884,0.22735052169886846,0.3899431506995947
M1079,0.22930846133636837,0.1969513522167101,0.17308088206822259,0.18143075280108514,0.18092614144123706,0.3436067097512421
M108,0.06755483029922817,0.06986807613329968,0.06573840803132057,0.07144168716321148,0.07496970756029976,0.10167782321346236
M1080,0.02415944310923295,0.019803718493720538,0.02723450988246103,0.024959971808871006,0.02929788659420939,0.043995512573291595
M1081,0.0374142314309376,0.03577949974294504,0.021903404974663577,0.022563173100001308,0.023467703402999324,0.04342612276643515
M1082,0.00685854952705649,0.008237151511128027,0.006318033062208918,0.00791284966951197,0.008243780067230014,0.04330652539156257
M1083,0.043263501755746774,0.046318542682467906,0.029652705080154954,0.03675757052569878,0.035722411465733406,0.022853557560283583
M1084,0.0664713095547285,0.14822343226077014,0.0017972920477313363,0.00139024893417496,0.001662221132087905,0.07094797954419631
M1085,0.06083084855300567,0.10306021172378295,0.0031230208585883118,0.003492777077319028,0.004172065215608616,0.013037635221318108
M1086,0.04964990617625022,0.10911131996270053,0.014826304509606385,0.020479867164255424,0.02692622907645092,0.04008259499567344
M1087,0.02652842637849584,0.059139225035472746,0.01548209987363904,0.03006196369407804,0.016036468498997817,0.007375002718617387
M1088,0.0844656614836709,0.15481766922600512,0.012855725625698993,0.01473259995755597,0.013102782447401226,0.046761328936252226
M1089,0.0828431293532275,0.13413135211573765,0.01896681229970693,0.01998034192822319,0.014800902424428263,0.04481269883989341
M109,0.05189402876248136,0.04794598937573813,0.05373483495707882,0.05600091365544363,0.061001115911329055,0.06738340960254972
M1090,0.19533000335207684,0.3221935885182459,0.1800341072583237,0.1510677112396132,0.13983291868961342,0.14531076573995014
M1091,0.08646377709508385,0.0865896851247545,0.03118932391658628,0.059795364099556846,0.054549258021188735,0.1506011242582711
M1092,0.10446721709390379,0.06854773751434055,0.0675171178857954,0.0993899156650233,0.0968505820706025,0.17760111045427596
M1093,0.06999792882390017,0.1137000664290596,0.0071422665458174455,0.007190843950210079,0.009270111458066659,0.036051946540454
M1094,0.0847720735059055,0.15147390450565054,0.02126608341102937,0.011444500439924274,0.01891416593558829,0.03604205636914846
M1095,0.09764749010122532,0.13875859609304744,0.035269765398489215,0.03897043947565384,0.04016480744985034,0.052503748782495994
M1096,0.09075488468330657,0.16732646804100124,0.03620819144285361,0.03629874475189385,0.04015096773583355,0.06962745084093301
M1097,0.04500522402428279,0.0315293065796754,0.03310424592300995,0.02618099366421367,0.034949899693384454,0.01712731614170085
M1098,0.035924837605795755,0.0343848007836895,0.030431827154679115,0.01850605002956273,0.03373056773572999,0.02769338390737087
M1099,0.039280769346247864,0.05924748453206211,0.013882668375965634,0.013555811374637551,0.01642990117147002,0.021227925579002285
M11,0.07072254029563332,0.0691116207762969,0.07881079973939083,0.08127385025641011,0.08637152247378559,0.12470211374512528
M110,0.03709736500223671,0.03749457747468312,0.037006935656973064,0.03487482127969362,0.04164194254483586,0.0679867088323216
M1100,0.04989920308538672,0.09567897161480961,0.03657707522377341,0.04000807067654762,0.025972085520492735,0.060296952072113184
M1101,0.07538507321300797,0.10657523838291799,0.030552532468350158,0.03027204005959611,0.030343618107765466,0.05423695672905323
M1102,0.033354515239221644,0.047514300372871764,0.02020196520324427,0.023267249134731143,0.021963023732906803,0.01961313593751191
M1103,0.03445912380176015,0.06268153694819656,0.03302930239372676,0.03469728845064269,0.039044019450202354,0.03576096281614229
M1104,0.040602975935303265,0.08468900281476437,0.008751737073994644,0.008963286243075989,0.010435291891715688,0.047113854614820226
M1105,0.08411924085302824,0.04887198461985975,0.04994983927604721,0.03609526520276143,0.06141111210216705,0.06686930628377587
M1106,0.04386696475488863,0.05080846707450112,0.016857857739397103,0.013434820720002872,0.017511512416852355,0.011858997720674265
M1107,0.034353050691003355,0.07551059064257377,0.0227139190909787,0.019822713831929673,0.021138842546567976,0.03429139616254899
M1108,0.034601033007927114,0.045657256832045225,0.018247345122199648,0.01744374595941681,0.020284088342554563,0.015312344960878693
M1109,0.012146928243826065,0.00751428334689445,0.010223079545940131,0.00913044310619841,0.009743321181410386,0.021995074108133814
M111,0.06586611615539727,0.05520941911863673,0.06540900593753762,0.07100371822185826,0.07054685006177915,0.09377658344487518
M1110,0.03950379928395591,0.03429522397191913,0.020230361129836685,0.017426635408434917,0.02019661014648863,0.009755314397805408
M1111,0.03376479783533367,0.05457305977849228,0.017899424095733335,0.015834782877157404,0.01988481420437527,0.02156600108200978
M1112,0.040703569887647464,0.0812211574586608,0.010207927727694315,0.009893949135425706,0.010389480444105731,0.022797310294546447
M1113,0.02963875278867088,0.056138036392175426,0.00839888935873617,0.009266749377193708,0.01180757994329411,0.05580051303114902
M1114,0.025488347288663785,0.018288541573559903,0.005736340284393846,0.005946235089936659,0.006312911869816105,0.058265696716891774
M1115,0.01642119457568666,0.03287740926576018,0.02474586721055885,0.022413450285834847,0.02085157567138185,0.08384817489008367
M1116,0.013883386913040757,0.025874455803086945,0.005483033540466209,0.01172540666235244,0.0040810184643283376,0.012488262914501181
M1117,0.07913777131396788,0.168194942965585,0.036942195562622036,0.033213623631857425,0.04358425206394372,0.15348337451356936
M1118,0.01535032140005084,0.0199229381482964,0.003127088121272102,0.002682872988572079,0.002763047349428179,0.005353750510709681
M1119,0.05077679235490961,0.11081918448293519,0.004744588604377672,0.004940399718790014,0.006229849706367331,0.05964042099734027
M112,0.036239581607028976,0.029664888379487293,0.03587241999067037,0.035997065746782984,0.03940158439624669,0.07456986046277596
M1120,0.13176611789419063,0.1042196546559081,0.12337977032518042,0.11029156354980373,0.11670579579058266,0.19435139523093134
M1121,0.04696985981986557,0.14132115182462987,0.024376601094952075,0.02515370398079053,0.020612821254740954,0.06592520422875499
M1122,0.04861307238314747,0.025592900022560025,0.0034754859025794963,0.0031772727962273845,0.0035616475448456233,0.004955844835160019
M1123,0.04326175483720771,0.00991141186616295,0.004868510295804423,0.005397697403479399,0.006217144343922482,0.018047762608521076
M1124,0.07006481711824249,0.04649550362909861,0.009286666540850027,0.009105928630921654,0.00981266276616497,0.027148375880765338
M1125,0.016102304816893457,0.04336663811929425,0.005874184413381611,0.004769477683224876,0.00804375297635699,0.013058128996985491
M1126,0.08205837679048546,0.09611794325916785,0.012018167440449265,0.011824335000887538,0.012445690801396759,0.04253117008007017
M1127,0.046883071089830926,0.08855592423828314,0.010180995470707487,0.012185859922598678,0.013671465454091548,0.05244097523476563
M1128,0.046498589308691794,0.10426676008671006,0.014826720519021662,0.013417659650968763,0.016804293948843075,0.06338269084020094
M1129,0.0473708316357859,0.1113089665687844,0.014884265378129133,0.016717972370427353,0.017144775595455016,0.06473538477029635
M113,0.033326511344942716,0.02797805625292897,0.032767270760190585,0.028840627789882528,0.03617367141121474,0.04373845465073231
M1130,0.046882944364379425,0.0885558799053859,0.010180998139676368,0.012185857314272202,0.01367146279793672,0.05244097523476563
M1131,0.05191908283596287,0.05064690693492862,0.0490034779817189,0.04397829314889839,0.05307663313673707,0.08739050066194176
M1132,0.02546527377432141,0.05076944315894793,0.028576546611221013,0.02960642574845775,0.0321564508782461,0.06705345934601234
M1133,0.016813272195288474,0.015343135156196829,0.01136980551180447,0.0167914669324835,0.014287967385026993,0.05853957101841343
M1134,0.016797376418687154,0.015662309524989912,0.010573317950939187,0.016085965284959758,0.014084086011760122,0.05952237469385511
M1135,0.03648109174489006,0.033399514608759305,0.03263541954892573,0.03367626996633592,0.03756021162301985,0.03173575149154647
M1136,0.03401487062796555,0.07315224511950488,0.014673922628035053,0.020194067269177437,0.01986580907887655,0.057357955490979516
M1137,0.03986916828288777,0.09015647138482973,0.015505003499284955,0.020751225819977837,0.021685175203595492,0.06845672335888024
M1138,0.04315108142067675,0.09931077147188665,0.015802022422457557,0.013627146512636681,0.01797515026101795,0.02957371144771564
M1139,0.08045727771869973,0.07428802804383697,0.08496895039452394,0.09023374156255709,0.0837447333350404,0.11089538859754842
M114,0.04597712684224973,0.030991072310781367,0.03172660061266578,0.03407310305787111,0.035153995368664495,0.038593545658000994
M1140,0.012201981620531073,0.036016368864434135,0.013200782531140522,0.01302310153213935,0.01583605372536814,0.03275823865721258
M1141,0.0604208174638566,0.12928117935050942,0.007461696869240662,0.007637298560783834,0.00925815688799913,0.05236752498500105
M1142,0.023928163121421625,0.011459839003661832,0.0025510414583880853,0.0024898151069953603,0.0025323360941053616,0.02664949660423087
M1143,0.027602093735003896,0.004965118939650843,0.0019822537870243574,0.0026778978118535035,0.002150298124163679,0.024206432707762904
M1144,0.016149270865635137,0.010145788197904614,0.008863725069343338,0.008906400922976317,0.011046126514764743,0.017690559104541394
M1145,0.006139198285093068,0.015857543686613726,0.003978302609374936,0.004334107476867683,0.003679134323807943,0.011411876845527929
M1146,0.03311715629063562,0.03612300909407793,0.023774045539573446,0.029124802356032056,0.03292503043268369,0.08167835634426775
M1147,0.02128622931084968,0.043047322563853435,0.020659779243151582,0.017591456508830178,0.02441076517531307,0.022092723212253636
M1148,0.02898626407812761,0.029005407055088164,0.016317015923793532,0.026353881902762655,0.027458558101657874,0.051166014958728974
M1149,0.06228389188369119,0.14264067391055574,0.006989092379284082,0.007679567768248381,0.01194708270802663,0.057191929079048485
M115,0.0316710750765033,0.02366471673880982,0.03419021189378824,0.03228694491337791,0.03322691897698449,0.05729197330298333
M1150,0.08398786419810635,0.19593178960191157,0.005898220658252442,0.008062065640913798,0.01106379037214133,0.06730950234222961
M1151,0.028632972410303003,0.01637313101874306,0.008642378970779883,0.0051949053274660114,0.006414037441682413,0.019423329514846818
M1152,0.005222220537963634,0.025264327451711466,0.004050839281007373,0.004390970218318776,0.004365521668106976,0.011554437598725528
M1153,0.021786909892782157,0.01817291742616647,0.018061028556392723,0.04008158948488781,0.019223781325556657,0.020636628010327118
M1154,0.02334090915332011,0.016431872075730953,0.017371703402455693,0.022838819745763534,0.02571186897997663,0.025127781450453194
M1155,0.021054768334131918,0.026562474456586587,0.009110380360966916,0.0060537312927492455,0.007051081955993542,0.019346423893925817
M1156,0.031036704002178856,0.05590434723435573,0.024587451523172762,0.036274856834415226,0.03652490972026944,0.06553796208845625
M1157,0.03621556215946478,0.02556921402406295,0.03457693908786023,0.03635373478251156,0.037078964290868495,0.04915405342952745
M1158,0.04620815992173536,0.061628355142886504,0.05552427452058198,0.06489631654387859,0.044249201393495745,0.07374484242108133
M1159,0.01750759553316029,0.014231248943094478,0.014158803652153216,0.006176696564782134,0.008741819019226379,0.017307356756708827
M116,0.037362269663801365,0.033528050811655365,0.03580271713667941,0.03934019937257208,0.043131662005286175,0.05914610707787332
M1160,0.016156832997690183,0.034471080321565206,0.010016975975222117,0.015254479001997877,0.016180490367044335,0.01831705404571733
M1161,0.04155892970830464,0.08274055565022914,0.023138735350758746,0.04594539377687019,0.03208483166209813,0.03833026020729946
M1162,0.01661882059588619,0.014439807511365671,0.004307154100907806,0.002810807892624898,0.004807530542996335,0.003115542791620851
M1163,0.02150202630274205,0.01839497879131085,0.016767336533025517,0.03577205110153512,0.01588232292173977,0.020668113470923236
M1164,0.014655746177363482,0.03511110190604102,0.011564146490147273,0.01606590411455372,0.016227526669157766,0.018342148248481644
M1165,0.04703659614574227,0.08683660504340975,0.017020020225302916,0.025617304536755328,0.023874527652606673,0.038370578385937826
M1166,0.019305708359665656,0.012660395923304311,0.0036326676050428795,0.005060151194461285,0.0038813794220651046,0.0031214752126311903
M1167,0.0844281249784161,0.08015957086353216,0.10102056896017741,0.08701160998500518,0.10353092714346307,0.04151045695762955
M1168,0.03773393240903817,0.0589515768786131,0.025149929704738467,0.023683668571312058,0.02495853434803999,0.029866444168929095
M1169,0.058586815348976314,0.11072469867597208,0.011717467029367821,0.020269243144305945,0.01888217738459354,0.04350606106764995
M117,0.04331972420602923,0.04819270179191581,0.0448904086266907,0.04399824899671883,0.04502773729039011,0.08486282791321138
M1170,0.05529236738825993,0.10377749198453413,0.010223775867483973,0.016820477446886785,0.018033967692453568,0.04245539962237004
M1171,0.0844281308394504,0.08015956763904411,0.10102058263915385,0.087011599235562,0.10353093557371641,0.04151044604199586
M1172,0.1272843772729406,0.11830771141019412,0.14172855668429238,0.11427840685503725,0.14287725057747022,0.06505535007150569
M1173,0.074479719262328,0.07347658986448154,0.07901182690361465,0.09061181246640014,0.08789936788897983,0.06731868194009877
M1174,0.039842386444972185,0.03933332999362373,0.04549275644284049,0.039279939343299486,0.04617988942549613,0.04587315143430306
M1175,0.06722722122546819,0.10172662768040387,0.018179000450999124,0.018697699257975552,0.019705534371943445,0.07764286481182038
M1176,0.09083293135889133,0.11986932119013388,0.10065101052616149,0.10786411192918877,0.11103056313877142,0.01405984150235237
M1177,0.09674684150800783,0.08787466660388071,0.0377803678622379,0.03544006749529727,0.0355497733542217,0.02822949277126839
M1178,0.11423272254524197,0.11891045157660267,0.14814281930298023,0.1393459873240678,0.14047334239534864,0.18339273775127374
M1179,0.019031896890290074,0.020373608198000364,0.01928889790664297,0.014477136508620697,0.017799144325472742,0.04449387597215796
M118,0.051176638041837995,0.05717722565484442,0.06258728862890377,0.05295095018977056,0.07089213203670042,0.06483974521646978
M1180,0.04335873017495536,0.10195748288417944,0.009211775741458364,0.01515078303406602,0.014019513232728792,0.053057126481770356
M1181,0.026307592008118785,0.02474827793383132,0.002443993552860824,0.0029495974046869484,0.002608195887776101,0.006432623383595531
M1182,0.03349332045446301,0.0924612506049229,0.011371021153245805,0.01743380881018858,0.01838919449103729,0.06443164243322881
M1183,0.021623066862640986,0.031449868684227715,0.02142343042768641,0.032518025154827185,0.01776551461165426,0.029509741918806686
M1184,0.04297212906571312,0.07686975258842642,0.0032360748225511732,0.00454926502171463,0.0033166436921159043,0.023539003981853195
M1185,0.01985840767196945,0.021545870811673154,0.02152439564696479,0.022486839032171926,0.016207238137011793,0.06568753760013543
M1186,0.0153605335071449,0.018781596713689577,0.006665025530027238,0.007142236430742875,0.005821974360539234,0.048302003850584474
M1187,0.04454281454151823,0.1010686989705024,0.013596639246299004,0.01772051274017129,0.01973205483964063,0.05303264834864105
M1188,0.02711435331303848,0.023797465235623535,0.0028966540132653678,0.004089849906569655,0.0028033634387023675,0.006423825146678085
M1189,0.021941598176018543,0.009076318199512452,0.0015611589202529379,0.0017152310771938832,0.001618554981216739,0.0028231159014002216
M119,0.06531910478535594,0.05491628115864868,0.07508459784055758,0.06978944191839402,0.07635174683617627,0.11867722870479908
M1190,0.023325166030579547,0.012209674865743675,0.0026668946654318884,0.001978489692860873,0.00220237489892341,0.0047940826554377335
M1191,0.04363986118247618,0.10280896808672917,0.01592222955970799,0.023244953741049016,0.025293397278083555,0.049926168526716504
M1192,0.030358394834512022,0.0921597157658195,0.01861764417762311,0.023487763686382262,0.02649271613570071,0.0648884295577573
M1193,0.019331461049595353,0.021276719887125598,0.017990223225001694,0.02522137820217961,0.015004799454915537,0.06605530599078901
M1194,0.013777344830407517,0.018148465250831736,0.003669445335876058,0.002814160472087858,0.004004390073960961,0.04837920503766415
M1195,0.15977476021538153,0.19150977654997656,0.0972559607798853,0.09329076697319749,0.09536151211384437,0.12612064256804592
M1196,0.1215213396894293,0.24175840464555462,0.10321408694720104,0.09913904673741226,0.10942358215711073,0.1228129321497075
M1197,0.1209082647541514,0.09820252559888497,0.10958095227957765,0.11640951670165976,0.11901762674611834,0.26603724352455227
M1198,0.13966247706020632,0.1450199477747883,0.15028163053428392,0.15758757261525547,0.16039751466310548,0.39456431861236557
M1199,0.15760779417789558,0.19203013134844435,0.09521270165383343,0.09102213056016545,0.0936962473392887,0.12304214465507417
M12,0.4160045091089937,0.4109075062045993,0.4255568893984822,0.4248075827984203,0.45536729104245305,0.4605987249026098
M120,0.0381911522141086,0.03163746422341721,0.039152369684158576,0.03708300629169473,0.04230935178572704,0.06557685010039961
M1200,0.10445270664668382,0.10786324746459582,0.12992797499174377,0.12096172213208246,0.1412203107846333,0.255309045836636
M1201,0.3845599886647513,0.3657808852183914,0.425892146993004,0.40022294436666833,0.42638509650292405,0.6262759079816984
M1202,0.13026109042212639,0.35366796290663416,0.10106784233017618,0.09461757760312711,0.09095173535027919,0.11639814163177818
M1203,0.20381865293175203,0.23565511083162005,0.08746809493444326,0.06843093000080765,0.0828003767128866,0.10929378989308935
M1204,0.27040920246931005,0.2241225574689514,0.2271609110109962,0.26879536195614556,0.2821153684228013,0.30106085568332386
M1205,0.045966024735393546,0.02451655993013442,0.015603125653325797,0.01072373767304534,0.014959315050249425,0.060562644513467795
M1206,0.055553623108267364,0.07924490650415782,0.020515539129091192,0.02725543262008194,0.025157928871047994,0.08286047225910771
M1207,0.04586906833642732,0.049220076482992696,0.030358053908307644,0.03441986392457157,0.03246295425169524,0.034358108287240605
M1208,0.034846453816277934,0.0711862732862177,0.005253976933660753,0.006196581753133089,0.009452899726440034,0.05136804745954027
M1209,0.05608077297357806,0.04977152160508374,0.05367963706255118,0.041342950881519965,0.05134222111641704,0.09427053953793448
M121,0.037332297417215235,0.03511994521947269,0.040632358889594246,0.043679804045754944,0.049620216926104105,0.03776100644071971
M1210,0.050173121803412,0.10422936658577453,0.017110083590011625,0.020975847449332386,0.03123419992864915,0.060808173326742876
M1211,0.04433361026175281,0.09526647083041574,0.02568007744717704,0.0749918763584417,0.034891072765535464,0.045663548300957875
