SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,1.9062529332813938e-12,0,9.720774663590781e-05,0,0.00018701828719036584,0,1.170352703638855e-11,0,0.0010609162398728111,0,1.4210854715202004e-14,0,6.429525412632309e-06,0,0.00014719379674910105,0,2.142730437526552e-14,0,0.0004474442681222657,0,1.1102230246251565e-16,0,1.718521182547672e-05,0,0.00022668870266695507,0,5.563616234383062e-11,0,0.0021178187694429473
0,3.3306690738754696e-16,0,0.00046800119958800845,0,0.0010936309401662347,0,4.0022531910821613e-07,0,0.00016038485148528459,0,0.0,0,2.503449010116121e-05,0,0.0005817684526487898,0,2.7252413548062293e-08,0,5.282031297859646e-05,0,0.0,0,1.3366552044313806e-05,0,0.0022939149771887823,0,4.826482484565631e-06,0,0.003640451073062212
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1.0,1,1.0,1,1.0,1,0.9999999999999981,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9999999999999989,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9999999999999112,1,1.0
1,1.0,1,1.0,1,1.0,1,0.9999999793225042,1,0.9999999999999227,1,1.0,1,1.0,1,1.0,1,0.9999999912942081,1,0.9999999999999847,1,1.0,1,1.0,1,1.0,1,0.999999995745713,1,0.9999999835904366
1,1.0,1,1.0,1,1.0,1,0.9999999677670702,1,0.999999999990605,1,1.0,1,1.0,1,1.0,1,0.9999999899503176,1,0.9999999999935101,1,1.0,1,1.0,1,0.9999999999999994,1,0.9999999953508691,1,0.9999999442599379
1,1.0,1,1.0,1,1.0,1,0.9999999964820198,1,0.9999999963261624,1,1.0,1,1.0,1,1.0,1,0.9999999961183823,1,0.9999999827529018,1,1.0,1,1.0,1,0.999999999996444,1,0.9999999872294236,1,0.9999986203078348
1,1.0,1,1.0,1,1.0,1,0.9999999999741173,1,0.9999999999999999,1,1.0,1,1.0,1,1.0,1,0.9999999992121615,1,0.9999999999998768,1,1.0,1,1.0,1,1.0,1,0.9999955906460554,1,0.9999999977115201
1,1.0,1,1.0,1,1.0,1,0.999999995690486,1,0.9999999998647696,1,1.0,1,1.0,1,1.0,1,0.9999998224426172,1,0.9999999258474275,1,1.0,1,1.0,1,1.0,1,0.9998445456507798,1,0.9999303859805161
1,1.0,1,1.0,1,1.0,1,0.9999999672322138,1,0.999982373662988,1,1.0,1,1.0,1,0.9999999999999375,1,0.9999995879962452,1,0.9997696211109304,1,0.9999999999999997,1,0.9999999999989301,1,0.9999999941448332,1,0.9999211000921719,1,0.9986824808618072
1,1.0,1,1.0,1,1.0,1,0.9999997973766804,1,0.9999995262832149,1,1.0,1,1.0,1,0.9999999999999999,1,0.9999971327447252,1,0.9999783142685474,1,1.0,1,0.999999999999533,1,0.9999998463480952,1,0.9996281101815653,1,0.9993167589686986
1,0.9999999999880266,1,1.0,1,1.0,1,0.9999856416011107,1,0.9999999999268548,1,0.9999999999513769,1,1.0,1,1.0,1,0.9999672811929105,1,0.9999999994545686,1,0.9999999997349895,1,1.0,1,0.9999999999982156,1,0.999042211858472,1,0.9999980590006217
1,0.9999999999998133,1,1.0,1,1.0,1,0.9809392688923564,1,0.9995361281949329,1,0.9999999999991454,1,1.0,1,0.9999999999999999,1,0.9726346824916986,1,0.9981981219761404,1,0.9999999999945892,1,0.999999999480065,1,0.9999999995396478,1,0.9502657708723411,1,0.9886104353721054
1,0.999999999999706,1,0.9999999999999898,1,0.9999999999997272,1,0.9528646879317536,1,0.9946114563237591,1,0.9999999999986714,1,0.9999999999999005,1,0.9999999995763084,1,0.9556259479672496,1,0.9869464673075742,1,0.9999999999917203,1,0.9999993000407617,1,0.9999974760509329,1,0.9577159137207303,1,0.9826454589201978
1,1.0,1,0.9999999999999662,1,0.9999999999999551,1,0.9237598275827332,1,0.9921546229627436,1,1.0,1,0.9999999999940715,1,0.9999999999665791,1,0.9405726367177983,1,0.9798187822795862,1,1.0,1,0.9999995231649874,1,0.9999782260700315,1,0.9593131702338588,1,0.980737080956152
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,5.562217353372034e-14,0,0.0,0,0.0,0,2.62234678416462e-13,0,1.1102230246251565e-16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.554312234475219e-14,0,0.0
0,9.057210537122273e-11,0,1.4554535354704967e-10,0,0.0,0,3.196750275602511e-08,0,6.982959765977625e-08,0,9.781064846947629e-14,0,1.2212453270876722e-15,0,0.0,0,1.2810963401221898e-10,0,1.2667462523374695e-08,0,0.0,0,0.0,0,0.0,0,2.7744947450614177e-09,0,3.3748373085007444e-06
0,4.346301096802563e-12,0,0.0,0,0.0,0,1.2535787892176131e-06,0,1.0649177224264506e-05,0,2.9976021664879227e-15,0,0.0,0,0.0,0,2.1220733170679296e-08,0,6.9616077490453065e-06,0,0.0,0,1.66644475996236e-13,0,0.0,0,4.896464989023741e-08,0,0.0001268300734069694
0,1.5480242643306497e-09,0,6.621925230376746e-12,0,0.0,0,1.3245106240900029e-05,0,0.0006748560866601805,0,2.5699442574023124e-12,0,5.551115123125783e-16,0,0.0,0,6.199768789461046e-07,0,0.0003006143821251417,0,2.220446049250313e-16,0,8.781864124784988e-14,0,0.0,0,7.178925804485203e-06,0,0.004764826715897175
1,0.99999999952764,1,1.0,1,0.9999999999999997,1,0.9999988737788564,1,0.9999999999934454,1,0.9999999995039976,1,1.0,1,0.9999999999999096,1,0.9999986254364388,1,0.9999999999883404,1,0.9999999994821327,1,0.9999999999999969,1,0.9999999943496928,1,0.9999863826469004,1,0.9999999970056958
1,0.9999999999469312,1,1.0,1,0.9999999999774029,1,0.9988133045024602,1,0.9999230662797326,1,0.9999999999441308,1,0.9999999999999997,1,0.9999999999661059,1,0.9990992293191387,1,0.9997657889824653,1,0.9999999999415344,1,0.9999999894040562,1,0.9999999876794928,1,0.9991347054460374,1,0.997961499677525
1,0.9999999999987564,1,0.999999999999994,1,0.9999996354205061,1,0.9967828114931611,1,0.999876778612458,1,0.9999999999986854,1,0.9999999999998052,1,0.9999975144149744,1,0.9981592577248779,1,0.9995997389374421,1,0.9999999999986192,1,0.9999998203570811,1,0.9999430563339013,1,0.9988802503062948,1,0.998489670653198
1,0.9999999999999984,1,0.9999999999999908,1,0.9999997958376226,1,0.9954634699614406,1,0.9964676176215096,1,0.9999999999999983,1,0.9999999999926672,1,0.9999990535700471,1,0.9958926558262885,1,0.9923735828879369,1,0.9999999999999983,1,0.9999997135672388,1,0.9998148262239271,1,0.9970735313120361,1,0.9944272504172806
1,0.9999999999999677,1,1.0,1,1.0,1,0.9999999999573224,1,1.0,1,0.9999999999999625,1,1.0,1,1.0,1,0.9999999999660706,1,1.0,1,0.9999999999999593,1,1.0,1,0.9999999999990461,1,0.999999997724667,1,0.9999999999999996
1,0.9999999999999845,1,1.0,1,0.9999999999999998,1,0.999993725337404,1,0.999999666064919,1,0.9999999999999819,1,1.0,1,0.9999999999999996,1,0.9999960397108998,1,0.9999997844430597,1,0.9999999999999803,1,0.9999999999967681,1,0.9999999999967972,1,0.999996166299492,1,0.9999661158430638
1,0.9999999999999997,1,1.0,1,0.9999999998706457,1,0.9999870685736276,1,0.999998685203801,1,0.9999999999999996,1,1.0,1,0.9999999953280798,1,0.9999932152927451,1,0.9999979851858504,1,0.9999999999999996,1,0.9999999978604343,1,0.9999990088021111,1,0.9999943142906815,1,0.9999533035943083
1,1.0,1,1.0,1,0.9999999998584063,1,0.9999990104497457,1,0.9999353464029145,1,1.0,1,0.9999999999999997,1,0.9999999988660274,1,0.999998579971046,1,0.9998113406079024,1,1.0,1,0.9999999881095819,1,0.9999944960517038,1,0.9999959312121534,1,0.9996128596835603
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,1.1102230246251565e-16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0012360273563674085,0,0.007001484323453044,0,5.6826258165720844e-06,0,0.008806045171013355,0,0.00742814425927707,0,2.2735239002535934e-07,0,1.345915601191905e-10,0,3.5149660959632456e-13,0,4.68559848920691e-07,0,1.499985676778337e-07,0,0.0,0,0.0,0,0.0,0,1.1920791020969546e-09,0,1.7381551753459235e-10
0,0.0022854328913666233,0,0.007735635576083921,0,0.014100843189709611,0,0.028263962079730476,0,0.03258405882648763,0,6.062703398201919e-07,0,1.3013831363983819e-05,0,3.423538904367973e-06,0,1.5050004349759227e-05,0,0.0008276865489562635,0,0.0,0,2.060684956006753e-12,0,3.38868932914238e-11,0,1.5772934180979803e-08,0,0.0003866588798199233
0,0.005166158750345984,0,0.07965398263109758,0,0.052392431026847874,0,0.250573388235691,0,0.10095292189948801,0,2.299830186847096e-06,0,0.0004052576805412267,0,0.0019081875333044618,0,0.01215131577596873,0,0.009984356194692512,0,3.3306690738754696e-16,0,3.195253005516818e-07,0,9.311962431146625e-07,0,3.1320729930062186e-05,0,0.008957944577822174
0,0.007894091006850568,0,0.14608433151045086,0,0.12553629189144455,0,0.40909254208022394,0,0.17336880122420695,0,4.678207045860638e-06,0,0.0020218640427930312,0,0.004734986029229504,0,0.05683637033935074,0,0.03851104595001553,0,1.1102230246251565e-15,0,1.4504917021151975e-05,0,0.00016963889511723007,0,0.0008144300876384847,0,0.04749277448361755
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9999999999996284
1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9999999998838992
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
